candle_idx,timestamp,sweep_type,bias,swing_price,sweep_price,close_price,rsi,rsi_extreme,entry_price,exit_price,mfe_pct,mae_pct,net_move_pct,outcome,regime
95,2024-01-01 04:00:00+00:00,LOW,BULLISH,42336.31,42175.65,42496.49,60.787166201673976,False,42496.49,45236.25,8.07,0.107,6.447,CORRECT,RANGING
96,2024-01-01 08:00:00+00:00,HIGH,BEARISH,42700.0,42767.6,42690.0,67.29937015296278,False,42690.0,45055.75,0.254,7.58,-5.542,WRONG,RANGING
97,2024-01-01 12:00:00+00:00,HIGH,BEARISH,42850.0,42868.74,42797.33,70.09419875753488,False,42797.33,44972.8,0.274,7.31,-5.083,WRONG,RANGING
109,2024-01-03 12:00:00+00:00,LOW,BULLISH,42066.35,40625.68,43017.35,54.25279322766807,False,43017.35,44193.29,4.144,2.336,2.734,CORRECT,HIGH_VOL
110,2024-01-03 16:00:00+00:00,HIGH,BEARISH,42749.99,43598.26,42613.07,49.392770711546746,False,42613.07,43511.08,0.383,5.132,-2.107,WRONG,HIGH_VOL
110,2024-01-03 16:00:00+00:00,LOW,BULLISH,42175.65,42012.35,42613.07,49.392770711546746,False,42613.07,43511.08,5.132,0.383,2.107,CORRECT,HIGH_VOL
118,2024-01-05 00:00:00+00:00,LOW,BULLISH,42699.43,42450.0,43511.08,37.53713436467759,False,43511.08,43705.54,2.143,0.912,0.447,CORRECT,HIGH_VOL
123,2024-01-05 20:00:00+00:00,HIGH,BEARISH,44344.93,44443.37,44186.59,62.24176127916376,False,44186.59,44114.27,1.698,0.229,0.164,CORRECT,TRENDING_UP
132,2024-01-07 08:00:00+00:00,HIGH,BEARISH,44179.72,44197.54,44092.19,63.09496446325324,False,44092.19,47030.2,2.022,7.343,-6.663,WRONG,RANGING
133,2024-01-07 12:00:00+00:00,HIGH,BEARISH,44443.37,44510.01,44078.77,56.94405645052818,False,44078.77,46995.1,1.993,7.376,-6.616,WRONG,RANGING
134,2024-01-07 16:00:00+00:00,HIGH,BEARISH,44287.82,44289.21,44274.65,60.947143293614424,False,44274.65,46964.72,2.426,6.901,-6.076,WRONG,RANGING
135,2024-01-07 20:00:00+00:00,LOW,BULLISH,43697.62,43629.7,43950.28,59.795887309134365,False,43950.28,46847.83,7.69,1.706,6.593,CORRECT,RANGING
136,2024-01-08 00:00:00+00:00,LOW,BULLISH,43436.5,43200.44,43539.23,48.30613996558686,False,43539.23,46643.78,8.707,0.211,7.13,CORRECT,RANGING
137,2024-01-08 04:00:00+00:00,LOW,BULLISH,43564.33,43447.51,43994.5,45.95359771485394,False,43994.5,46876.36,7.582,0.783,6.551,CORRECT,RANGING
145,2024-01-09 12:00:00+00:00,LOW,BULLISH,46254.68,45526.96,46876.36,77.20322173350384,False,46876.36,46666.11,2.186,5.453,-0.449,WRONG,TRENDING_UP
147,2024-01-09 20:00:00+00:00,HIGH,BEARISH,47330.0,47901.0,46124.08,67.56828258916383,False,46124.08,46102.74,3.911,3.487,0.046,CORRECT,HIGH_VOL
151,2024-01-10 12:00:00+00:00,LOW,BULLISH,45526.96,44320.01,45557.32,65.3834796064211,False,45557.32,46342.66,7.781,1.634,1.724,CORRECT,HIGH_VOL
153,2024-01-10 20:00:00+00:00,HIGH,BEARISH,47077.63,47732.5,46666.11,66.05744730136674,False,46666.11,46033.88,2.38,5.22,1.355,CORRECT,HIGH_VOL
157,2024-01-11 12:00:00+00:00,HIGH,BEARISH,47901.0,49102.29,46702.94,48.515930521498476,False,46702.94,42773.03,11.258,0.671,8.415,CORRECT,HIGH_VOL
158,2024-01-11 16:00:00+00:00,LOW,BULLISH,45623.02,45555.55,46698.61,50.58556663156615,False,46698.61,42600.5,0.68,11.25,-8.776,WRONG,HIGH_VOL
162,2024-01-12 08:00:00+00:00,LOW,BULLISH,45555.55,45549.08,45953.91,48.00588332595683,False,45953.91,42775.81,0.352,9.812,-6.916,WRONG,HIGH_VOL
163,2024-01-12 12:00:00+00:00,LOW,BULLISH,44320.01,44195.09,44378.39,37.77509638927191,False,44378.39,42839.33,0.476,6.61,-3.468,WRONG,HIGH_VOL
178,2024-01-15 00:00:00+00:00,LOW,BULLISH,42495.0,41680.0,42551.44,42.202929986005095,False,42551.44,42862.62,1.834,0.981,0.731,CORRECT,TRENDING_DOWN
179,2024-01-15 04:00:00+00:00,LOW,BULLISH,42550.0,42484.48,42689.78,49.180014616916615,False,42689.78,43242.02,1.504,1.55,1.294,CORRECT,TRENDING_DOWN
182,2024-01-15 16:00:00+00:00,HIGH,BEARISH,43250.0,43331.91,42951.22,53.360660916816734,False,42951.22,42832.17,2.149,1.439,0.277,CORRECT,RANGING
183,2024-01-15 20:00:00+00:00,HIGH,BEARISH,43064.13,43075.0,42490.16,43.46722096064275,False,42490.16,42632.54,1.088,2.54,-0.335,WRONG,TRENDING_DOWN
185,2024-01-16 04:00:00+00:00,HIGH,BEARISH,42810.75,42908.81,42743.94,49.06423328735759,False,42743.94,42452.52,1.675,1.931,0.682,CORRECT,RANGING
187,2024-01-16 12:00:00+00:00,LOW,BULLISH,42133.97,42028.02,43242.02,52.39020346587353,False,43242.02,42739.49,0.757,2.502,-1.162,WRONG,RANGING
188,2024-01-16 16:00:00+00:00,HIGH,BEARISH,43331.91,43417.79,43144.79,53.300145687238135,False,43144.79,42542.12,2.283,0.984,1.397,CORRECT,RANGING
198,2024-01-18 08:00:00+00:00,HIGH,BEARISH,42844.18,42877.22,42493.86,42.61991013600724,False,42493.86,41770.1,5.312,0.645,1.703,CORRECT,TRENDING_DOWN
206,2024-01-19 16:00:00+00:00,LOW,BULLISH,40600.05,40236.49,41770.1,42.11519762054568,False,41770.1,41662.71,0.932,1.126,-0.257,WRONG,TRENDING_DOWN
213,2024-01-20 20:00:00+00:00,HIGH,BEARISH,41749.99,41846.15,41666.67,39.99687488308315,False,41666.67,41005.19,2.406,0.461,1.588,CORRECT,TRENDING_DOWN
214,2024-01-21 00:00:00+00:00,HIGH,BEARISH,41671.36,41709.16,41662.71,61.84354253085557,False,41662.71,40771.74,3.195,0.47,2.139,CORRECT,TRENDING_DOWN
217,2024-01-21 12:00:00+00:00,HIGH,BEARISH,41846.15,41858.59,41632.12,59.18075263263874,False,41632.12,39524.27,5.428,0.378,5.063,CORRECT,RANGING
218,2024-01-21 16:00:00+00:00,LOW,BULLISH,41547.42,41510.02,41704.99,56.61661410217047,False,41704.99,39973.58,0.203,5.593,-4.152,WRONG,RANGING
220,2024-01-22 00:00:00+00:00,HIGH,BEARISH,41532.11,41658.0,41164.16,24.634550660571364,False,41164.16,38809.59,6.227,0.27,5.72,CORRECT,TRENDING_DOWN
231,2024-01-23 20:00:00+00:00,LOW,BULLISH,39372.44,38966.51,39878.3,32.59367035340267,False,39878.3,40102.71,1.627,1.244,0.563,CORRECT,TRENDING_DOWN
232,2024-01-24 00:00:00+00:00,HIGH,BEARISH,40144.49,40260.35,39592.99,29.886940224595918,False,39592.99,40154.39,0.533,2.36,-1.418,WRONG,TRENDING_DOWN
235,2024-01-24 12:00:00+00:00,HIGH,BEARISH,40260.35,40284.4,40028.59,40.809439381448726,False,40028.59,39941.66,1.615,0.635,0.217,CORRECT,TRENDING_DOWN
237,2024-01-24 20:00:00+00:00,LOW,BULLISH,39535.85,39382.15,40077.78,44.3110519057624,False,40077.78,39970.68,0.512,1.434,-0.267,WRONG,TRENDING_DOWN
241,2024-01-25 12:00:00+00:00,HIGH,BEARISH,40170.0,40264.95,39781.43,50.464544128766185,False,39781.43,41814.8,0.7,6.188,-5.111,WRONG,TRENDING_DOWN
242,2024-01-25 16:00:00+00:00,LOW,BULLISH,39770.0,39503.0,39979.17,66.53107261584395,False,39979.17,41812.9,5.663,0.99,4.587,CORRECT,RANGING
260,2024-01-28 16:00:00+00:00,HIGH,BEARISH,42243.14,42345.3,41780.72,59.91507317390129,False,41780.72,43508.06,0.391,4.803,-4.134,WRONG,TRENDING_UP
271,2024-01-30 12:00:00+00:00,HIGH,BEARISH,43787.35,43872.99,43379.53,64.00659348167713,False,43379.53,42548.08,2.567,0.939,1.917,CORRECT,TRENDING_UP
273,2024-01-30 20:00:00+00:00,HIGH,BEARISH,43326.77,43786.7,42942.78,58.65503327411242,False,42942.78,42147.88,2.554,1.861,1.851,CORRECT,TRENDING_UP
276,2024-01-31 08:00:00+00:00,HIGH,BEARISH,42839.07,43057.15,42618.1,54.28201406085442,False,42618.1,43209.45,1.812,2.637,-1.388,WRONG,RANGING
277,2024-01-31 12:00:00+00:00,LOW,BULLISH,43115.47,42484.34,43352.97,66.43131220172089,False,43352.97,43078.81,0.897,3.476,-0.632,WRONG,TRENDING_UP
279,2024-01-31 20:00:00+00:00,LOW,BULLISH,42335.02,42265.77,42548.08,49.0352005334858,False,42548.08,43067.05,2.02,1.65,1.22,CORRECT,RANGING
280,2024-02-01 00:00:00+00:00,HIGH,BEARISH,42495.61,42657.94,41972.65,38.32207066519786,False,41972.65,43135.83,0.29,3.419,-2.771,WRONG,RANGING
284,2024-02-01 16:00:00+00:00,LOW,BULLISH,42640.69,42350.37,43209.45,46.83824891308892,False,43209.45,43159.19,1.135,1.578,-0.116,WRONG,TRENDING_UP
289,2024-02-02 12:00:00+00:00,HIGH,BEARISH,43276.19,43700.0,43215.29,52.20781008085329,False,43215.29,43010.67,1.05,0.577,0.473,CORRECT,TRENDING_UP
290,2024-02-02 16:00:00+00:00,HIGH,BEARISH,43407.74,43464.64,43042.7,55.14334998522166,False,43042.7,43014.4,0.416,0.733,0.066,CORRECT,TRENDING_UP
300,2024-02-04 08:00:00+00:00,LOW,BULLISH,42863.58,42716.82,43043.21,51.011022648673155,False,43043.21,42717.41,1.108,1.894,-0.757,WRONG,RANGING
303,2024-02-04 20:00:00+00:00,LOW,BULLISH,42527.58,42228.01,42568.55,30.211367586224057,False,42568.55,42828.9,2.235,0.784,0.612,CORRECT,RANGING
305,2024-02-05 04:00:00+00:00,HIGH,BEARISH,43100.0,43132.38,43036.76,45.95427690726944,False,43036.76,43212.92,1.782,1.123,-0.409,WRONG,RANGING
305,2024-02-05 04:00:00+00:00,LOW,BULLISH,42716.82,42600.59,43036.76,45.95427690726944,False,43036.76,43212.92,1.123,1.782,0.409,CORRECT,RANGING
307,2024-02-05 12:00:00+00:00,HIGH,BEARISH,43358.13,43520.0,42596.32,40.39683084688152,False,42596.32,43095.79,0.766,1.823,-1.173,WRONG,RANGING
312,2024-02-06 08:00:00+00:00,HIGH,BEARISH,42963.35,43074.88,42784.73,45.27067932376506,False,42784.73,43603.87,0.396,2.088,-1.915,WRONG,RANGING
315,2024-02-06 20:00:00+00:00,HIGH,BEARISH,43257.12,43310.53,43095.79,53.32410190240907,False,43095.79,44511.27,0.778,3.954,-3.284,WRONG,RANGING
316,2024-02-07 00:00:00+00:00,HIGH,BEARISH,42911.34,43185.2,42774.76,52.929324482623976,False,42774.76,44699.38,0.025,4.968,-4.499,WRONG,RANGING
341,2024-02-11 04:00:00+00:00,HIGH,BEARISH,48230.02,48614.0,48204.62,80.41992085041754,True,48204.62,49978.97,1.014,3.723,-3.681,WRONG,TRENDING_UP
346,2024-02-12 00:00:00+00:00,HIGH,BEARISH,48614.0,48828.36,48168.71,59.54093505394549,False,48168.71,50009.06,0.941,4.681,-3.821,WRONG,TRENDING_UP
347,2024-02-12 04:00:00+00:00,LOW,BULLISH,47943.12,47760.0,48217.88,67.73582184176007,False,48217.88,48736.95,4.574,1.042,1.077,CORRECT,TRENDING_UP
355,2024-02-13 12:00:00+00:00,HIGH,BEARISH,48828.36,50017.75,48736.95,54.7191455485797,False,48736.95,51858.59,0.839,6.923,-6.405,WRONG,TRENDING_UP
365,2024-02-15 04:00:00+00:00,HIGH,BEARISH,52111.0,52424.76,51835.02,65.27380892833804,False,51835.02,51910.16,0.929,2.035,-0.145,WRONG,TRENDING_UP
367,2024-02-15 12:00:00+00:00,HIGH,BEARISH,52557.61,52890.0,51996.23,64.5808495167781,False,51996.23,52162.64,1.236,1.177,-0.32,WRONG,TRENDING_UP
369,2024-02-15 20:00:00+00:00,LOW,BULLISH,51694.5,51353.49,51934.29,78.13024581654383,False,51934.29,51925.82,1.298,0.648,-0.016,WRONG,TRENDING_UP
378,2024-02-17 08:00:00+00:00,LOW,BULLISH,51597.87,51513.03,51706.32,42.083706642774814,False,51706.32,51769.07,0.725,2.058,0.121,CORRECT,RANGING
380,2024-02-17 16:00:00+00:00,LOW,BULLISH,51219.5,50750.0,51411.13,39.09164933418304,False,51411.13,52080.0,2.032,0.461,1.301,CORRECT,RANGING
381,2024-02-17 20:00:00+00:00,LOW,BULLISH,51353.49,51310.42,51666.22,46.151208600505186,False,51666.22,52405.38,1.616,0.952,1.431,CORRECT,RANGING
384,2024-02-18 08:00:00+00:00,HIGH,BEARISH,52030.0,52081.25,51838.22,44.21018206116393,False,51838.22,51827.44,0.566,1.279,0.021,CORRECT,RANGING
388,2024-02-19 00:00:00+00:00,HIGH,BEARISH,52081.25,52455.99,52080.0,54.59960432202098,False,52080.0,52301.61,1.476,0.808,-0.426,WRONG,TRENDING_UP
394,2024-02-20 00:00:00+00:00,LOW,BULLISH,51544.96,51311.28,51592.45,53.70491454912506,False,51592.45,50961.01,2.728,1.606,-1.224,WRONG,RANGING
395,2024-02-20 04:00:00+00:00,LOW,BULLISH,51617.17,51519.71,51836.56,53.496248009063834,False,51836.56,51146.68,2.244,2.33,-1.331,WRONG,TRENDING_UP
396,2024-02-20 08:00:00+00:00,LOW,BULLISH,51687.98,51556.54,52301.61,64.91455423190587,False,52301.61,51068.48,1.335,3.199,-2.358,WRONG,TRENDING_UP
397,2024-02-20 12:00:00+00:00,HIGH,BEARISH,52501.01,53000.0,51699.34,50.35133731250053,False,51699.34,51851.67,2.071,1.641,-0.295,WRONG,RANGING
398,2024-02-20 16:00:00+00:00,LOW,BULLISH,51174.38,50764.01,52108.11,53.98555754094244,False,52108.11,51562.38,0.844,2.839,-1.047,WRONG,RANGING
399,2024-02-20 20:00:00+00:00,HIGH,BEARISH,52467.65,52547.98,52277.52,56.89883568882943,False,52277.52,51815.17,3.154,0.225,0.884,CORRECT,RANGING
403,2024-02-21 12:00:00+00:00,LOW,BULLISH,50764.01,50628.6,51146.68,35.03229703761491,False,51146.68,51258.7,1.817,0.969,0.219,CORRECT,RANGING
405,2024-02-21 20:00:00+00:00,LOW,BULLISH,51311.28,50854.2,51851.67,47.09816675782077,False,51851.67,50912.73,0.433,1.887,-1.811,WRONG,RANGING
408,2024-02-22 08:00:00+00:00,HIGH,BEARISH,51955.88,52008.16,51607.58,50.15121380812942,False,51607.58,51100.69,1.914,0.908,0.982,CORRECT,RANGING
411,2024-02-22 20:00:00+00:00,HIGH,BEARISH,52008.16,52076.0,51258.7,44.54693958369427,False,51258.7,51061.41,1.455,0.495,0.385,CORRECT,RANGING
413,2024-02-23 04:00:00+00:00,LOW,BULLISH,50905.65,50873.35,50912.73,32.080386755565115,False,50912.73,51100.02,0.774,0.785,0.368,CORRECT,RANGING
416,2024-02-23 16:00:00+00:00,LOW,BULLISH,50628.6,50619.81,51100.69,52.1314777513276,False,51100.69,51624.53,1.554,1.15,1.025,CORRECT,RANGING
426,2024-02-25 08:00:00+00:00,HIGH,BEARISH,51696.19,51784.04,51643.85,61.74972694517546,False,51643.85,54559.83,1.438,5.672,-5.646,WRONG,RANGING
428,2024-02-25 16:00:00+00:00,LOW,BULLISH,51431.15,51275.01,51667.5,60.52224105547652,False,51667.5,55742.3,10.805,1.483,7.887,CORRECT,RANGING
429,2024-02-25 20:00:00+00:00,HIGH,BEARISH,51894.97,51967.82,51731.0,71.08482598941407,False,51731.0,56088.01,1.604,10.669,-8.422,WRONG,RANGING
430,2024-02-26 00:00:00+00:00,HIGH,BEARISH,51790.56,51799.52,51561.58,61.963773044196024,False,51561.58,56574.01,1.281,11.032,-9.721,WRONG,RANGING
431,2024-02-26 04:00:00+00:00,HIGH,BEARISH,51306.65,51611.69,51289.6,64.70699853079088,False,51289.6,56787.4,0.757,12.039,-10.719,WRONG,RANGING
433,2024-02-26 12:00:00+00:00,LOW,BULLISH,51275.01,50941.78,52910.36,75.89369991625276,False,52910.36,57077.07,8.952,0.18,7.875,CORRECT,RANGING
439,2024-02-27 12:00:00+00:00,HIGH,BEARISH,57250.0,57464.33,56787.4,87.1897726088099,True,56787.4,62518.9,0.965,12.877,-10.093,WRONG,TRENDING_UP
467,2024-03-03 04:00:00+00:00,LOW,BULLISH,61623.39,61388.0,61632.7,55.48227116620462,False,61632.7,66536.34,8.209,0.314,7.956,CORRECT,RANGING
469,2024-03-03 12:00:00+00:00,HIGH,BEARISH,62240.03,62655.24,62200.01,58.56634373744645,False,62200.01,68360.14,0.129,10.294,-9.904,WRONG,TRENDING_UP
481,2024-03-05 12:00:00+00:00,HIGH,BEARISH,68849.84,69324.58,66786.24,77.26936964776303,False,66786.24,66122.28,11.322,1.299,0.994,CORRECT,HIGH_VOL
482,2024-03-05 16:00:00+00:00,HIGH,BEARISH,62266.92,67000.0,61473.99,48.63418379115298,False,61473.99,65873.32,0.337,10.053,-7.156,WRONG,HIGH_VOL
482,2024-03-05 16:00:00+00:00,LOW,BULLISH,61388.0,59224.68,61473.99,48.63418379115298,False,61473.99,65873.32,10.053,0.337,7.156,CORRECT,HIGH_VOL
483,2024-03-05 20:00:00+00:00,LOW,BULLISH,62300.0,61266.57,63800.78,54.844637598699826,False,63800.78,66425.25,6.04,1.518,4.114,CORRECT,HIGH_VOL
485,2024-03-06 04:00:00+00:00,LOW,BULLISH,65128.0,63311.05,66682.41,59.07965986534622,False,66682.41,67332.67,2.005,2.973,0.975,CORRECT,HIGH_VOL
493,2024-03-07 12:00:00+00:00,HIGH,BEARISH,67654.06,68019.48,67332.67,53.44646629696664,False,67332.67,68289.16,1.746,4.257,-1.421,WRONG,HIGH_VOL
499,2024-03-08 12:00:00+00:00,HIGH,BEARISH,69324.58,70199.0,67700.02,58.346771481488204,False,67700.02,68480.0,2.279,2.747,-1.152,WRONG,TRENDING_UP
500,2024-03-08 16:00:00+00:00,LOW,BULLISH,66855.86,66157.09,69051.91,62.75506686635389,False,69051.91,69264.8,0.736,1.454,0.308,CORRECT,TRENDING_UP
509,2024-03-10 04:00:00+00:00,HIGH,BEARISH,69560.0,69790.45,69484.05,78.41288548418783,False,69484.05,72083.13,3.414,4.721,-3.741,WRONG,TRENDING_UP
513,2024-03-10 20:00:00+00:00,LOW,BULLISH,68367.3,68221.13,69032.12,64.0240538685375,False,69032.12,72153.11,5.667,2.781,4.521,CORRECT,TRENDING_UP
514,2024-03-11 00:00:00+00:00,HIGH,BEARISH,68700.41,69038.7,68623.02,44.3664210374223,False,68623.02,72050.43,0.203,6.297,-4.995,WRONG,TRENDING_UP
514,2024-03-11 00:00:00+00:00,LOW,BULLISH,68047.62,67112.21,68623.02,44.3664210374223,False,68623.02,72050.43,6.297,0.203,4.995,CORRECT,TRENDING_UP
515,2024-03-11 04:00:00+00:00,LOW,BULLISH,68816.0,68483.51,71032.13,75.1514329046327,False,71032.13,71711.25,2.809,0.252,0.956,CORRECT,TRENDING_UP
523,2024-03-12 12:00:00+00:00,HIGH,BEARISH,72943.98,73027.63,71711.25,66.63499802817918,False,71711.25,73135.04,4.334,2.787,-1.985,WRONG,TRENDING_UP
524,2024-03-12 16:00:00+00:00,LOW,BULLISH,71324.02,68603.0,71428.46,62.74474967983609,False,71428.46,73308.46,3.194,1.101,2.632,CORRECT,TRENDING_UP
527,2024-03-13 04:00:00+00:00,HIGH,BEARISH,73027.63,73229.87,72909.19,76.95843178047618,False,72909.19,70817.79,3.303,1.271,2.868,CORRECT,TRENDING_UP
533,2024-03-14 04:00:00+00:00,HIGH,BEARISH,73709.99,73835.57,73280.38,61.40059430496743,False,73280.38,68148.85,10.528,0.445,7.003,CORRECT,TRENDING_UP
534,2024-03-14 08:00:00+00:00,HIGH,BEARISH,73549.48,73606.17,72925.89,62.86537916385505,False,72925.89,68988.49,10.093,0.234,5.399,CORRECT,TRENDING_UP
536,2024-03-14 16:00:00+00:00,LOW,BULLISH,68603.0,68454.47,69260.0,32.681625615824785,False,69260.0,69196.99,4.555,5.334,-0.091,WRONG,RANGING
542,2024-03-15 16:00:00+00:00,LOW,BULLISH,68454.47,67500.0,68988.49,34.42211873021215,False,68988.49,66510.1,1.539,6.109,-3.592,WRONG,HIGH_VOL
548,2024-03-16 16:00:00+00:00,LOW,BULLISH,66729.59,66630.0,66881.56,29.761361848031,False,66881.56,67929.51,2.985,3.553,1.567,CORRECT,HIGH_VOL
550,2024-03-17 00:00:00+00:00,LOW,BULLISH,65565.7,65050.02,66510.1,40.28302513501788,False,66510.1,68209.03,3.644,3.015,2.554,CORRECT,HIGH_VOL
553,2024-03-17 12:00:00+00:00,LOW,BULLISH,67423.23,66347.62,67899.45,47.96465864794702,False,67899.45,67613.04,1.523,1.969,-0.422,WRONG,HIGH_VOL
559,2024-03-18 12:00:00+00:00,LOW,BULLISH,66754.64,66600.0,67479.37,41.282146696435944,False,67479.37,61906.27,0.974,8.852,-8.259,WRONG,HIGH_VOL
563,2024-03-19 04:00:00+00:00,LOW,BULLISH,64505.0,63552.0,64650.96,47.23801779726355,False,64650.96,63598.26,1.731,6.001,-1.628,WRONG,HIGH_VOL
569,2024-03-20 04:00:00+00:00,LOW,BULLISH,62312.59,60771.14,62932.09,27.77110052060692,False,62932.09,66550.84,8.426,1.401,5.75,CORRECT,HIGH_VOL
573,2024-03-20 20:00:00+00:00,HIGH,BEARISH,68136.39,68150.0,67858.8,51.2102466679383,False,67858.8,66178.33,4.913,0.554,2.476,CORRECT,HIGH_VOL
573,2024-03-20 20:00:00+00:00,LOW,BULLISH,66562.65,65662.49,67858.8,51.2102466679383,False,67858.8,66178.33,0.554,4.913,-2.476,WRONG,HIGH_VOL
578,2024-03-21 16:00:00+00:00,HIGH,BEARISH,65769.87,66988.08,65220.34,58.18944317616068,False,65220.34,63572.45,4.541,2.194,2.527,CORRECT,HIGH_VOL
581,2024-03-22 04:00:00+00:00,LOW,BULLISH,66084.14,65727.01,66178.33,70.47810330942974,False,66178.33,65111.06,0.281,5.923,-1.613,WRONG,HIGH_VOL
587,2024-03-23 04:00:00+00:00,LOW,BULLISH,64525.0,63519.25,64577.2,29.42126703188653,False,64577.2,65669.03,2.248,1.226,1.691,CORRECT,HIGH_VOL
590,2024-03-23 16:00:00+00:00,HIGH,BEARISH,64879.11,66029.09,64875.2,34.93745368167043,False,64875.2,67352.21,1.68,4.258,-3.818,WRONG,HIGH_VOL
606,2024-03-26 08:00:00+00:00,HIGH,BEARISH,71269.92,71300.0,70700.82,83.16845266824392,True,70700.82,68591.46,3.297,1.54,2.984,CORRECT,TRENDING_UP
613,2024-03-27 12:00:00+00:00,HIGH,BEARISH,71582.96,71789.85,68843.93,59.095806254614345,False,68843.93,70801.18,0.689,4.056,-2.843,WRONG,TRENDING_UP
615,2024-03-27 20:00:00+00:00,LOW,BULLISH,69269.69,68566.71,69435.96,47.85162615323262,False,69435.96,69802.14,3.168,0.857,0.527,CORRECT,TRENDING_UP
617,2024-03-28 04:00:00+00:00,LOW,BULLISH,69367.19,69234.01,70385.63,53.1176637190421,False,70385.63,69195.68,1.776,1.916,-1.691,WRONG,TRENDING_UP
618,2024-03-28 08:00:00+00:00,HIGH,BEARISH,70739.96,70920.99,70608.22,51.12488419151902,False,70608.22,69707.32,2.225,1.456,1.276,CORRECT,TRENDING_UP
635,2024-03-31 04:00:00+00:00,HIGH,BEARISH,70363.25,70478.7,70302.16,44.77174719320095,False,70302.16,68231.78,3.034,1.561,2.945,CORRECT,TRENDING_UP
637,2024-03-31 12:00:00+00:00,HIGH,BEARISH,70643.76,70761.57,70407.16,57.800067039682325,False,70407.16,69681.82,3.341,1.41,1.03,CORRECT,TRENDING_UP
641,2024-04-01 04:00:00+00:00,HIGH,BEARISH,70342.59,70684.26,69612.6,46.69603524229082,False,69612.6,64895.42,7.313,0.706,6.776,CORRECT,RANGING
641,2024-04-01 04:00:00+00:00,LOW,BULLISH,69036.95,68910.01,69612.6,46.69603524229082,False,69612.6,64895.42,0.706,7.313,-6.776,WRONG,RANGING
644,2024-04-01 16:00:00+00:00,LOW,BULLISH,69569.03,68055.15,69709.52,46.16338034795624,False,69709.52,66252.21,0.334,7.473,-4.96,WRONG,RANGING
652,2024-04-03 00:00:00+00:00,LOW,BULLISH,65977.98,64500.0,66252.21,30.052937465268926,False,66252.21,66347.37,1.044,1.778,0.144,CORRECT,HIGH_VOL
657,2024-04-03 20:00:00+00:00,LOW,BULLISH,65568.44,65501.23,65987.92,37.84953712728679,False,65987.92,66927.39,5.121,1.385,1.424,CORRECT,TRENDING_DOWN
662,2024-04-04 16:00:00+00:00,LOW,BULLISH,68055.15,67562.0,68540.79,71.14668060818923,False,68540.79,67823.58,0.355,3.707,-1.046,WRONG,RANGING
665,2024-04-05 04:00:00+00:00,HIGH,BEARISH,66944.06,68061.28,66927.39,61.699803783916046,False,66927.39,68126.09,1.386,2.554,-1.791,WRONG,RANGING
667,2024-04-05 12:00:00+00:00,LOW,BULLISH,67340.75,66000.0,68245.63,63.5328313237174,False,68245.63,68919.89,2.109,1.423,0.988,CORRECT,RANGING
675,2024-04-06 20:00:00+00:00,HIGH,BEARISH,69367.19,69685.0,68919.89,57.869394242040485,False,68919.89,70706.28,0.107,2.804,-2.592,WRONG,RANGING
679,2024-04-07 12:00:00+00:00,HIGH,BEARISH,69797.44,69889.0,69563.7,71.52261976876522,False,69563.7,71622.53,0.983,4.619,-2.96,WRONG,RANGING
691,2024-04-09 12:00:00+00:00,HIGH,BEARISH,70312.0,70964.32,69244.0,49.04453820194145,False,69244.0,70634.04,2.572,2.766,-2.007,WRONG,RANGING
691,2024-04-09 12:00:00+00:00,LOW,BULLISH,68880.13,68516.0,69244.0,49.04453820194145,False,69244.0,70634.04,2.766,2.572,2.007,CORRECT,RANGING
697,2024-04-10 12:00:00+00:00,LOW,BULLISH,68200.0,67463.07,68654.8,35.113664069847104,False,68654.8,70020.73,3.861,0.138,1.99,CORRECT,RANGING
699,2024-04-10 20:00:00+00:00,HIGH,BEARISH,70964.32,71159.6,70634.04,41.39486934531318,False,70634.04,70776.77,1.563,0.951,-0.202,WRONG,TRENDING_UP
702,2024-04-11 08:00:00+00:00,HIGH,BEARISH,71159.6,71257.88,69985.32,40.96724348483466,False,69985.32,66855.72,6.966,1.83,4.472,CORRECT,RANGING
709,2024-04-12 12:00:00+00:00,HIGH,BEARISH,69583.95,70969.77,69307.98,49.89187901505266,False,69307.98,64024.77,12.244,0.375,7.623,CORRECT,RANGING
713,2024-04-13 04:00:00+00:00,LOW,BULLISH,67463.07,67026.6,67463.15,30.203738133380583,False,67463.15,64207.84,0.74,9.844,-4.825,WRONG,RANGING
723,2024-04-14 20:00:00+00:00,LOW,BULLISH,65110.31,63350.0,65777.05,33.361418270476804,False,65777.05,63540.0,1.751,6.176,-3.401,WRONG,HIGH_VOL
725,2024-04-15 04:00:00+00:00,LOW,BULLISH,65623.1,64745.48,66337.33,45.759618319653114,False,66337.33,61791.38,0.892,7.073,-6.853,WRONG,HIGH_VOL
727,2024-04-15 12:00:00+00:00,HIGH,BEARISH,64931.05,66500.0,64622.53,37.04850643512265,False,64622.53,63814.94,4.607,0.479,1.25,CORRECT,HIGH_VOL
728,2024-04-15 16:00:00+00:00,LOW,BULLISH,62602.17,62315.08,63310.19,33.335138390447,False,63310.19,63860.53,1.721,2.63,0.869,CORRECT,HIGH_VOL
731,2024-04-16 04:00:00+00:00,LOW,BULLISH,62315.08,61714.56,63540.0,47.412166771830606,False,63540.0,60254.55,1.549,5.831,-5.171,WRONG,HIGH_VOL
