timestamp,open,high,low,close,volume
2023-11-26T12:00:00.000Z,37699.65,37702.03,37310.25,37455.07,1587.34456853
2023-11-26T16:00:00.000Z,37455.06,37526.85,37156.72,37392.99,1489.53893897
2023-11-26T20:00:00.000Z,37393.05,37761.93,37330,37462.79,1777.81689206
2023-11-27T00:00:00.000Z,37462.01,37578.42,37203.01,37318.68,1695.69108451
2023-11-27T04:00:00.000Z,37318.64,37433.11,37069.45,37294.06,1250.83767519
2023-11-27T08:00:00.000Z,37293.03,37474.23,36885.87,37040.74,1735.46090439
2023-11-27T12:00:00.000Z,37042.22,37107.54,36728.18,36756.3,3794.46602389
2023-11-27T16:00:00.000Z,36756.3,37150.16,36715.1,36881.06,3178.6781247
2023-11-27T20:00:00.000Z,36881.05,37280.19,36795.47,37241.63,1855.32094791
2023-11-28T00:00:00.000Z,37241.64,37346.16,37106.2,37132.91,1072.62999323
2023-11-28T04:00:00.000Z,37132.91,37151.59,36873.55,37106.27,1125.02888453
2023-11-28T08:00:00.000Z,37105.37,37262.23,36925.42,37253.44,805.71805856
2023-11-28T12:00:00.000Z,37252.79,37581.43,37146.58,37530.33,2668.30691176
2023-11-28T16:00:00.000Z,37531.13,38425.96,37531.13,38158.13,9014.02757931
2023-11-28T20:00:00.000Z,38153.74,38395.61,37677.92,37838.26,3470.76115494
2023-11-29T00:00:00.000Z,37838.26,38140.02,37694.85,37967.97,1728.64499833
2023-11-29T04:00:00.000Z,37967.97,38253.21,37889.59,38126.76,1476.74116936
2023-11-29T08:00:00.000Z,38126.38,38480,37916.86,38126.32,2735.06603809
2023-11-29T12:00:00.000Z,38125.37,38308.82,37581.93,37842.99,4745.37293795
2023-11-29T16:00:00.000Z,37844.36,37944.61,37656.32,37881.77,2130.00317226
2023-11-29T20:00:00.000Z,37879.69,37895.36,37588.05,37863.84,2346.8605145
2023-11-30T00:00:00.000Z,37864.79,38059.96,37695.42,38056.75,1204.20968726
2023-11-30T04:00:00.000Z,38056.75,38152.18,37770.95,37800.49,774.06255188
2023-11-30T08:00:00.000Z,37800.48,37913.4,37585.75,37886.69,1190.88258586
2023-11-30T12:00:00.000Z,37888.04,37977.48,37500,37614.97,2312.58170275
2023-11-30T16:00:00.000Z,37615.44,37821.3,37527.39,37760.24,1498.71853967
2023-11-30T20:00:00.000Z,37762.63,37822.68,37612.59,37732.27,1100.73741649
2023-12-01T00:00:00.000Z,37732.27,38092.79,37618.25,38056.16,1358.9584786
2023-12-01T04:00:00.000Z,38056.17,38364.91,38030.72,38254.87,1674.69877958
2023-12-01T08:00:00.000Z,38255.15,38846.09,38227.96,38588.41,2738.48278792
2023-12-01T12:00:00.000Z,38588.42,38643.97,38218.3,38427.7,3072.17931236
2023-12-01T16:00:00.000Z,38427.52,39000,38405.86,38771.6,5439.47312665
2023-12-01T20:00:00.000Z,38771.6,38926.87,38669.01,38703.54,2112.10949295
2023-12-02T00:00:00.000Z,38706.55,38818.14,38660.03,38805.54,750.09875309
2023-12-02T04:00:00.000Z,38805.28,38848.98,38718.87,38721.32,538.99325637
2023-12-02T08:00:00.000Z,38723.41,38807.89,38669.46,38753.09,320.65127406
2023-12-02T12:00:00.000Z,38754.57,38883.13,38730,38828.38,696.5515827
2023-12-02T16:00:00.000Z,38828.37,39740,38727.05,39437.68,3159.32844449
2023-12-02T20:00:00.000Z,39436.94,39728.8,39299.99,39478.95,2075.14550759
2023-12-03T00:00:00.000Z,39467.42,39577,39293.02,39405.24,1102.46575564
2023-12-03T04:00:00.000Z,39402.81,39511.33,39334.96,39498.37,420.86145663
2023-12-03T08:00:00.000Z,39497.56,39559.18,39411.2,39492.61,343.2928343
2023-12-03T12:00:00.000Z,39492.61,39817.73,39393.04,39775.52,1210.17630436
2023-12-03T16:00:00.000Z,39775.42,39849,39457.85,39582.42,1072.21375685
2023-12-03T20:00:00.000Z,39585.5,40221.22,39567.38,39984.81,3004.14653006
2023-12-04T00:00:00.000Z,39984.81,40900,39983.6,40725.74,3877.20666997
2023-12-04T04:00:00.000Z,40724.7,41753.98,40692.98,41454.74,3555.41348004
2023-12-04T08:00:00.000Z,41452.87,42159.92,41357.59,41600,3068.1358248
2023-12-04T12:00:00.000Z,41600,41940,41131.72,41265.63,4033.86464589
2023-12-04T16:00:00.000Z,41269.67,42051.89,41170.04,41994.12,3483.25878442
2023-12-04T20:00:00.000Z,41992.64,42410.46,41717.34,41987.24,3975.18055042
2023-12-05T00:00:00.000Z,41985.53,41986.36,41616.81,41834.1,3038.17588403
2023-12-05T04:00:00.000Z,41830.52,41918.75,41384.03,41527.8,1417.36923973
2023-12-05T08:00:00.000Z,41527.96,41772.57,41427.74,41727.2,921.64807979
2023-12-05T12:00:00.000Z,41727.2,42509.46,41691.21,42271.08,3817.70444936
2023-12-05T16:00:00.000Z,42269.1,44100,42134.95,43807.99,9395.62977163
2023-12-05T20:00:00.000Z,43807.19,45000,43413.38,44084.39,5428.2329302
2023-12-06T00:00:00.000Z,44086.33,44162.22,43577.23,43746.82,2566.50969993
2023-12-06T04:00:00.000Z,43746.82,43866.39,43448.95,43684.24,1955.37954163
2023-12-06T08:00:00.000Z,43683.28,44290.37,43369,43838.72,2524.32128527
2023-12-06T12:00:00.000Z,43835.04,44289,43730,43785.07,3629.40817157
2023-12-06T16:00:00.000Z,43785.19,44138.96,43727.16,43983.17,3038.8553392
2023-12-06T20:00:00.000Z,43987.81,44143.72,43601.58,43764.05,2263.08534576
2023-12-07T00:00:00.000Z,43766.41,44003.22,43710.64,43936.13,906.26738928
2023-12-07T04:00:00.000Z,43936.13,44057.23,43840.78,43889.68,849.55810288
2023-12-07T08:00:00.000Z,43891.03,43913.33,42846.53,43189.94,3189.75976065
2023-12-07T12:00:00.000Z,43191.14,43930.74,42957.67,43670.8,2900.0850097
2023-12-07T16:00:00.000Z,43670.82,43767.42,43072.64,43213.76,2936.32441645
2023-12-07T20:00:00.000Z,43212.66,43460.79,43080.01,43280.95,2273.37223192
2023-12-08T00:00:00.000Z,43281.11,43539,43276.07,43376.58,1085.84661935
2023-12-08T04:00:00.000Z,43376.58,43560.69,43118.15,43165.66,1014.79142955
